Individual,Species,Temperature,Direction,Day,Date,Photo.low.pre,Photo.mean.pre,Photo.high.pre,Photo.low.post,Photo.mean.post,Photo.high.post,Resp.low,Resp.mean,Resp.high
MOCE21UA,MOCE,21,up,8,5/15/19,53.47360819,59.57070868,65.63395198,57.02320223,63.67915707,70.34461828,34.51808718,34.86497397,35.26276757
MOCE21UA,MOCE,21,up,22,5/29/19,64.32283733,71.67679513,79.07740129,64.26682884,71.66824413,79.10073993,28.86651076,29.85557362,30.8649314
MOCE21UA,MOCE,21,up,28,6/4/19,55.13538979,61.48240342,67.80806634,57.9555154,64.77616456,71.61476897,30.21935108,30.65263699,31.1200385
MOCE21UA,MOCE,21,up,51,6/27/19,58.08727438,64.72771398,71.36709905,59.20356398,66.17703275,73.12172767,27.17820797,27.42036871,27.71086941
MOCE21UA,MOCE,21,up,57,7/3/19,54.4594059,60.82819924,67.17997734,53.29506071,59.68756102,66.09123745,26.18129111,26.34077109,26.55859047
MOCE21UA,MOCE,21,up,63,7/9/19,27.31358234,30.33208681,33.34065751,29.53698017,32.82601546,36.11051658,31.28788267,31.41661599,31.6038322
MOCE21UA,MOCE,21,up,71,7/17/19,30.96896144,34.45587994,37.95218326,33.63537309,37.48668203,41.3201203,40.52168817,41.05606759,41.6158819
MOCE21UA,MOCE,21,up,77,7/23/19,29.01219384,32.38092216,35.73246754,29.37070111,32.81752802,36.29586756,25.23911482,25.74670754,26.27341581
MOCE21UA,MOCE,21,up,84,7/30/19,26.09365834,29.03028808,31.94581623,26.41151818,29.41390827,32.42442674,21.38899607,21.5496193,21.73893454
MOCE21UA,MOCE,21,up,91,8/6/19,24.80947953,27.65508972,30.48964277,26.28870786,29.35721794,32.42277922,20.75992683,21.05767419,21.43424758
MOCE21UA,MOCE,21,up,97,8/12/19,20.8652816,23.42913368,26.0364898,22.74089605,25.4835454,28.28230258,18.58846229,19.20763051,19.82807587
MOCE21UA,MOCE,21,up,106,8/21/19,21.07012285,23.42951368,25.78510826,21.93068561,24.38258136,26.87098381,18.17800905,18.72510007,19.30152424
MOCE21UA,MOCE,21,up,115,8/30/19,20.27638492,22.58033069,24.87966595,21.84713651,24.36882961,26.87022275,22.31278026,22.49317999,22.74733579
MOCE21UA,MOCE,21,up,127,9/11/19,25.69112374,28.66244931,31.65225505,25.36963424,28.34553139,31.31408499,17.54402495,17.77096457,18.11271023
MOCE21UA,MOCE,21,up,136,9/20/19,23.94805215,26.72455505,29.49067562,23.99992565,26.81487145,29.65746337,19.47206245,19.61511129,19.79822496
MOCE21UA,MOCE,21,up,163,10/17/19,35.73458528,39.78121806,43.80635881,37.60330036,41.92166215,46.2313941,19.1866976,19.4246033,19.79105531
MOCE21UA,MOCE,21,up,178,11/1/19,67.34269512,75.09441656,82.85299842,71.91369194,80.60111754,89.32635418,28.42703666,28.60408604,28.84076172
MOCE21UA,MOCE,21,up,187,11/10/19,70.69130341,78.62960511,86.55091057,73.53313383,82.05031176,90.57715832,32.24031125,32.4536926,32.68926534
MOCE21UB,MOCE,21,up,0,5/7/19,61.31795828,68.195009,75.07678645,63.50718969,70.93923402,78.35570074,23.14963157,23.40024649,23.73662229
MOCE21UB,MOCE,21,up,22,5/29/19,81.19693287,90.54231264,99.86424293,81.28404793,90.53730199,100.1335436,29.66674303,31.60183104,33.5532419
MOCE21UB,MOCE,21,up,28,6/4/19,81.41768475,90.94009989,100.5018414,87.55868407,98.48673179,109.4458228,37.71303132,38.08146758,38.49625898
MOCE21UB,MOCE,21,up,51,6/27/19,77.44480149,86.37091496,95.28672817,79.16199939,88.62887193,98.12353922,33.70660448,33.88147671,34.07461466
MOCE21UB,MOCE,21,up,57,7/3/19,82.58655468,91.81627977,101.0468891,80.19993206,89.53319949,98.81059409,33.83711682,34.46336895,35.11880909
MOCE21UB,MOCE,21,up,64,7/10/19,54.74282525,60.80326556,66.848049,56.46644495,62.81249537,69.17620491,42.94166278,43.10606244,43.31906039
MOCE21UB,MOCE,21,up,71,7/17/19,64.03212908,71.32304438,78.60729147,63.69591385,71.08753873,78.52929271,44.77702483,45.00290525,45.28949151
MOCE21UB,MOCE,21,up,77,7/23/19,48.70729536,54.28504394,59.89226401,49.47491291,55.25348162,61.03467191,33.73170099,33.90422623,34.1323426
MOCE21UB,MOCE,21,up,85,7/31/19,52.9653345,58.91579938,64.86326648,52.80759736,58.85789697,64.91807064,30.60844844,30.76903677,30.98170449
MOCE21UB,MOCE,21,up,91,8/6/19,45.4689332,50.76700096,56.09185223,47.37739552,53.00651305,58.6379843,26.96847719,27.18288807,27.48842137
MOCE21UB,MOCE,21,up,97,8/12/19,47.20430867,52.8941079,58.565514,49.44610567,55.50065948,61.55549198,30.22073382,30.35324357,30.51156591
MOCE21UB,MOCE,21,up,106,8/21/19,52.50740866,58.57716653,64.63129171,53.27909796,59.57890567,65.87420545,31.36911421,31.63840744,32.06221404
MOCE21UB,MOCE,21,up,115,8/30/19,50.44898811,56.24900717,62.05399431,52.1343843,58.26884129,64.36888157,33.46184433,33.64877041,33.90446125
MOCE21UB,MOCE,21,up,127,9/11/19,47.05795314,52.55542507,58.0220068,45.34187812,50.76831642,56.16983876,30.13430283,30.35417723,30.65344913
MOCE21UB,MOCE,21,up,137,9/21/19,47.69866081,53.30555507,58.89235874,46.73996167,52.34095126,57.93785972,27.6343301,27.78835658,27.99074566
MOCE21UB,MOCE,21,up,163,10/17/19,44.75162295,49.77561979,54.79151869,47.11407198,52.53522268,57.93387724,29.55255705,29.81850683,30.18379639
MOCE21UC,MOCE,21,up,0,5/7/19,56.99505,63.32644674,69.66978303,58.53230428,65.28392758,72.03641072,23.09122447,23.30638498,23.64415165
MOCE21UC,MOCE,21,up,21,5/29/19,54.50080073,60.68440411,66.92721502,54.44540649,60.69377839,66.97005797,30.02476632,30.74415334,31.48478517
MOCE21UC,MOCE,21,up,28,6/4/19,56.03109532,62.49188883,68.98443571,57.69079404,64.58884728,71.51861458,29.321354,29.63338155,29.99240452
MOCE21UC,MOCE,21,up,52,6/28/19,58.2139071,65.06851565,71.88928572,59.65413424,66.77279253,73.98420741,29.46132065,29.96187013,30.48316444
MOCE21UC,MOCE,21,up,57,7/3/19,54.59903056,60.8979791,67.21844406,53.84675041,60.22243722,66.56798307,22.58302665,22.95242542,23.35252908
MOCE21UC,MOCE,21,up,64,7/10/19,34.89779826,38.80391942,42.70711637,35.86161419,39.899164,43.96660917,28.07189079,28.72897353,29.39103361
MOCE21UC,MOCE,21,up,71,7/17/19,33.00729494,36.73837151,40.46191834,34.02499272,37.91561176,41.7976112,23.41645662,23.57893335,23.8111807
MOCE21UC,MOCE,21,up,77,7/23/19,25.39878615,28.31205235,31.24888396,26.94562482,30.06263796,33.19038315,23.92423729,24.12860961,24.34239575
MOCE21UC,MOCE,21,up,85,7/31/19,31.0235131,34.52344417,38.05623547,32.9722019,36.75323478,40.54338062,24.15770216,24.33084149,24.54460953
MOCE21UC,MOCE,21,up,94,8/9/19,35.27603888,39.2856023,43.35072018,35.53694331,39.6300217,43.7114079,27.05795154,27.25145124,27.51338217
MOCE21UC,MOCE,21,up,104,8/19/19,27.81283854,30.85789626,33.88449507,31.30212121,34.80617971,38.27851472,23.89531711,24.07534033,24.33608267
MOCE21UC,MOCE,21,up,113,8/28/19,28.19029048,31.35654608,34.49550599,28.48599484,31.72801427,34.97892852,19.46218301,19.64044242,19.88407953
MOCE21UC,MOCE,21,up,127,9/11/19,24.81451331,27.70238669,30.58141276,21.6996976,24.24045818,26.80893461,20.5177923,20.78842763,21.21250278
MOCE21UC,MOCE,21,up,137,9/21/19,21.47336644,23.97298484,26.48664333,20.10817587,22.46404917,24.81906635,18.4576767,18.63939092,18.89054012
MOCE21UC,MOCE,21,up,163,10/17/19,19.06395034,21.19844903,23.34668621,20.54646779,22.86993906,25.18646201,16.84820643,17.07352954,17.40605942
MOCE21UC,MOCE,21,up,179,11/2/19,19.94369666,22.1632663,24.37669168,21.64523019,24.0697449,26.50641301,19.2878362,19.51729348,19.8610188
MOCE21UC,MOCE,21,up,189,11/12/19,18.61104842,20.70177884,22.76498804,18.2707413,20.33230897,22.3663859,15.84960434,16.07691897,16.41090615
MOCE21UC,MOCE,21,up,203,11/26/19,13.39442643,15.20591924,17.10579062,15.38238296,17.02133277,18.66528433,20.52439112,20.84425753,21.35821283
MOCE21UD,MOCE,21,up,0,5/7/19,47.13334316,52.39567294,57.62742228,48.34214451,53.87896846,59.38407214,23.2351453,23.45389377,23.76218837
MOCE21UD,MOCE,21,up,21,5/29/19,44.36085972,49.4301637,54.45858735,44.38485381,49.42848535,54.43749197,29.57220548,30.5078451,31.4632328
MOCE21UD,MOCE,21,up,28,6/4/19,40.09087114,44.71293536,49.31651058,42.68514963,47.68839329,52.66651067,29.34899934,29.51284568,29.76816802
MOCE21UD,MOCE,21,up,52,6/28/19,52.38191983,58.39783778,64.48337538,53.61598842,59.91465274,66.30734018,29.98695902,30.65625396,31.32700172
MOCE21UD,MOCE,21,up,57,7/3/19,50.840468,56.65383234,62.50656453,50.77767265,56.78013488,62.75008088,25.47687651,26.06542889,26.67324541
MOCE21UD,MOCE,21,up,64,7/10/19,31.73022161,35.26871723,38.84263245,33.46869286,37.28218212,41.0726751,30.60526868,31.24767224,31.88457658
MOCE21UD,MOCE,21,up,73,7/19/19,34.10350636,38.14684222,42.36043812,36.21652932,40.49222075,44.79021648,33.9852019,35.53196054,37.05632954
MOCE21UD,MOCE,21,up,80,7/26/19,28.18978222,31.50615433,34.90948929,32.40347678,36.16077841,40.05503808,32.80523077,33.72102063,34.65014252
MOCE21UD,MOCE,21,up,94,8/9/19,35.66391696,39.80463671,44.04186911,38.49354978,42.97170549,47.56104427,29.09901119,30.12836954,31.19464685
MOCE21UD,MOCE,21,up,104,8/19/19,39.18360846,43.55133665,47.90079146,40.80124911,45.37756847,49.97948178,30.16823353,30.42818206,30.72876475
MOCE21UD,MOCE,21,up,113,8/28/19,39.23723659,43.76354671,48.31150646,39.22292114,43.79886328,48.40696593,28.8210753,29.11134,29.45994405
MOCE21UD,MOCE,21,up,127,9/11/19,28.82904353,32.18641914,35.55075884,28.43614709,31.7687522,35.13790732,18.91662149,19.15985934,19.57209677
MOCE21UD,MOCE,21,up,137,9/21/19,29.79936594,33.26259866,36.73183528,30.19588834,33.76598988,37.33684848,23.3436497,23.73685335,24.15455448
MOCE21UD,MOCE,21,up,163,10/17/19,24.15884463,26.87453986,29.57384362,25.93142714,28.88898287,31.83490549,22.26234397,22.48333604,22.79302045
MOCE21UD,MOCE,21,up,179,11/2/19,22.63295192,25.21693218,27.7792446,24.45275601,27.25303531,30.05674998,19.5000309,19.68012602,19.9357795
MOCE21UD,MOCE,21,up,189,11/12/19,25.86896362,28.76460429,31.62808035,26.68907143,29.69092447,32.71080913,19.41383996,19.67971157,20.03397781
MOCE21UD,MOCE,21,up,203,11/26/19,19.24648393,21.33458432,23.38858259,21.93685458,24.26869608,26.5921376,30.09469114,30.49048301,31.04125502
MOCE31DA,MOCE,31,down,0,1/18/19,54.92039028,61.14742472,67.33811389,54.22709381,60.5644063,66.8894049,24.95886215,25.17358856,25.48988734
MOCE31DA,MOCE,31,down,3,1/21/19,58.05179359,64.91752318,71.80072808,57.3282926,64.29232551,71.28344761,24.34075139,24.77886157,25.22352056
MOCE31DA,MOCE,31,down,7,1/25/19,65.18093693,72.71498013,80.26204138,65.98100339,73.86794534,81.7317083,29.60818127,29.78973838,30.04292531
MOCE31DA,MOCE,31,down,14,2/1/19,60.89973389,68.02444403,75.14628255,60.06200406,67.25141228,74.52302587,30.9758635,31.33773532,31.72654945
MOCE31DA,MOCE,31,down,23,2/10/19,71.44945993,79.77401611,88.07821707,72.02417018,80.65441516,89.26257645,40.20043801,40.39257844,40.62702704
MOCE31DA,MOCE,31,down,28,2/15/19,77.96841195,86.69296657,95.3342669,76.47372328,85.33684125,94.16530418,37.01591343,37.31919419,37.7149369
MOCE31DA,MOCE,31,down,40,2/27/19,80.20556344,89.53293433,98.86507353,79.27886302,88.87098388,98.45318712,35.83543747,35.9836167,36.18779753
MOCE31DA,MOCE,31,down,50,3/9/19,69.17131734,77.27804072,85.43327697,67.63336339,75.79871021,84.04395451,39.31368244,39.7385979,40.2074874
MOCE31DA,MOCE,31,down,60,3/19/19,81.53080658,90.77919524,99.99218981,81.91060941,91.52998506,101.1568234,38.62428628,38.83854531,39.12986792
MOCE31DA,MOCE,31,down,74,4/2/19,98.94244335,110.1408621,121.3707665,98.7383058,110.3729309,121.9957079,57.55188594,57.91443984,58.32205771
MOCE31DA,MOCE,31,down,89,4/17/19,94.98158111,105.8504109,116.729725,95.90685502,107.2653526,118.6856106,49.5397183,49.75783411,50.06951522
MOCE31DA,MOCE,31,down,116,5/14/19,81.61124913,90.87636144,100.1828965,80.34397116,89.76633958,99.21940365,51.51955062,51.87401895,52.29274091
MOCE31DB,MOCE,31,down,0,1/18/19,32.07532448,35.66473911,39.23304327,31.24481098,34.80306264,38.34946865,15.61271751,15.82358908,16.12865213
MOCE31DB,MOCE,31,down,3,1/21/19,35.31858003,39.35617961,43.39222446,34.31228391,38.32589642,42.34666358,16.27798912,16.54739135,16.83503671
MOCE31DB,MOCE,31,down,7,1/25/19,40.00295656,44.54699616,49.13859828,40.03996612,44.71421511,49.37054351,17.5441869,17.76281175,18.08016281
MOCE31DB,MOCE,31,down,14,2/1/19,42.71402617,47.62545737,52.55149593,40.84908564,45.65086695,50.44571451,19.42433028,19.75477995,20.09828124
MOCE31DB,MOCE,31,down,23,2/10/19,49.91225603,55.68714783,61.49482382,49.99758314,55.93409268,61.87339567,27.68307594,27.86590055,28.09557555
MOCE31DB,MOCE,31,down,28,2/15/19,55.36666564,61.48958135,67.5994751,54.8484629,61.05619017,67.24637603,29.72415303,30.11854025,30.56545504
MOCE31DB,MOCE,31,down,42,3/1/19,60.55075498,67.57176167,74.58073692,58.78219383,65.81495503,72.81265572,26.93896917,27.12430173,27.39164509
MOCE31DB,MOCE,31,down,50,3/9/19,63.26673159,70.71658936,78.1281231,64.16394098,71.94715997,79.74026034,31.80180748,31.99157145,32.3157217
MOCE31DB,MOCE,31,down,60,3/19/19,70.70982132,78.79829073,86.89708228,71.86901086,80.42686535,88.98378307,35.68785777,35.8934456,36.17614899
MOCE31DB,MOCE,31,down,74,4/2/19,71.64622629,79.83099473,87.93521157,71.9930709,80.44098893,88.88233816,36.22451018,36.70508124,37.21846638
MOCE31DB,MOCE,31,down,89,4/17/19,72.72309499,81.11494972,89.51267041,74.38147507,83.25462331,92.08196213,39.10186689,39.31389634,39.62476929
MOCE31DB,MOCE,31,down,116,5/14/19,78.80597668,87.74960422,96.68096235,80.47357982,89.93451031,99.35448514,42.05669738,42.27651142,42.65963181
MOCE31DC,MOCE,31,down,0,1/18/19,19.79843793,21.99395919,24.20390936,18.80577859,20.91331385,23.01794757,13.56341189,13.74000346,13.99681908
MOCE31DC,MOCE,31,down,3,1/21/19,25.7103604,28.72516146,31.78721825,24.47248741,27.43645315,30.38108017,14.04275953,14.66295114,15.29062269
MOCE31DC,MOCE,31,down,7,1/25/19,33.52581947,37.36057532,41.20009472,33.14271912,36.99688799,40.87088909,12.98857701,13.12452986,13.29444002
MOCE31DC,MOCE,31,down,14,2/1/19,49.89288861,55.65897582,61.45750451,48.57016687,54.3148399,60.05584256,20.23145366,20.44948587,20.69644721
MOCE31DC,MOCE,31,down,23,2/10/19,62.31285879,69.6632222,77.01275461,61.96498604,69.46819147,77.02187061,22.44937288,22.82023082,23.23770999
MOCE31DC,MOCE,31,down,28,2/15/19,82.44163188,91.86842683,101.2624325,82.14162611,91.90185881,101.6478083,35.58808024,35.85549697,36.23333924
MOCE31DC,MOCE,31,down,42,3/1/19,89.31558029,99.74646914,110.2061038,87.33644906,97.93044565,108.5320529,41.37254822,41.56556688,41.84386535
MOCE31DD,MOCE,31,down,0,1/18/19,99.10261008,110.3792344,121.6125303,101.5062173,113.6394293,125.7603178,46.94462369,47.15105171,47.45826194
MOCE31DD,MOCE,31,down,3,1/21/19,115.2355437,128.8295753,142.4209627,114.9420849,129.1959825,143.5157736,44.46481725,44.90278826,45.34526822
MOCE31DD,MOCE,31,down,7,1/25/19,111.747841,125.4033344,139.0426711,115.4814999,130.3451545,145.3723841,50.84343029,51.01353123,51.26139549
MOCE31DD,MOCE,31,down,14,2/1/19,110.0438057,122.861147,135.6351544,109.2480418,122.7367468,136.2421683,46.29701579,46.43785923,46.66422949
MOCE31DD,MOCE,31,down,23,2/10/19,129.8832278,145.1172163,160.3893866,133.1805835,149.7223462,166.3593451,72.7585943,72.93964919,73.18651478
MOCE31DD,MOCE,31,down,28,2/15/19,139.8716391,155.5629168,171.1770504,137.8429824,154.2400548,170.6251849,79.57717599,79.79287081,80.15103429
MOCE31DD,MOCE,31,down,40,2/27/19,145.8670575,163.0827389,180.3387034,142.4854867,160.2279574,177.9944989,82.25510016,82.46184534,82.75578143
MOCE31DD,MOCE,31,down,50,3/9/19,137.9422566,154.5945988,171.3374433,142.4195766,160.6603668,179.0508937,81.89774497,82.38503848,82.91522923
MOCE31DD,MOCE,31,down,60,3/19/19,139.2144369,155.0768712,170.960225,137.1757819,153.765256,170.4075295,71.08151333,71.27439454,71.54927847
MOCE31DD,MOCE,31,down,89,4/17/19,178.386046,199.1205024,219.7539713,175.3631078,197.3058496,219.2567092,92.39401275,92.64287827,93.00479675
MOCE31UA,MOCE,31,up,15,10/14/18,9.380898665,10.42740075,11.48349391,10.83776653,12.04000091,13.25407238,18.6224991,18.7270571,18.8854092
MOCE31UA,MOCE,31,up,22,10/21/18,14.03982553,15.62606743,17.21074554,15.70256411,17.47579789,19.24843559,22.33793466,22.43201236,22.57011002
MOCE31UA,MOCE,31,up,28,10/27/18,19.38712427,21.61182018,23.83613265,19.17003421,21.40103871,23.61853306,22.27136248,22.41855437,22.6222406
MOCE31UA,MOCE,31,up,36,11/4/18,12.66575944,14.1399597,15.63685404,13.88395466,15.51806245,17.15950593,17.14477693,17.60849774,18.10753838
MOCE31UA,MOCE,31,up,43,11/11/18,13.15469574,14.65670786,16.16183292,11.58665075,12.91156682,14.24360741,16.33011526,16.55691967,16.88819954
MOCE31UA,MOCE,31,up,50,11/18/18,14.79371805,16.43940077,18.1083671,14.39850867,16.0230091,17.64472187,11.18100587,11.35358383,11.61679195
MOCE31UA,MOCE,31,up,57,11/25/18,15.48501951,17.28220778,19.08204354,14.66509717,16.39542873,18.13246008,14.49438583,14.62895421,14.84382077
MOCE31UA,MOCE,31,up,65,12/3/18,24.00322371,26.7238391,29.46778806,22.19659842,24.72810469,27.24506941,14.31805557,14.46733411,14.69471952
MOCE31UA,MOCE,31,up,99,1/6/19,21.78318177,24.24062378,26.71896789,19.28728937,21.4956402,23.69514107,15.28498023,15.44297212,15.66390701
MOCE31UA,MOCE,31,up,107,1/14/19,21.15770552,23.63241839,26.12492089,23.63888335,26.44211499,29.27563202,13.87153182,14.08507933,14.33369044
MOCE31UA,MOCE,31,up,114,1/21/19,25.37992555,28.37578858,31.36059959,27.52475839,30.78906622,34.08051448,13.83528759,14.31406981,14.79465346
MOCE31UA,MOCE,31,up,122,1/29/19,37.09695985,41.27724943,45.47432484,36.45333444,40.64722188,44.84725525,17.53723018,17.84613545,18.2234061
MOCE31UA,MOCE,31,up,129,2/5/19,41.21021261,45.74345635,50.25234642,40.52434446,45.0853594,49.61457723,19.76243027,19.9927115,20.34291693
MOCE31UA,MOCE,31,up,142,2/18/19,61.41666116,68.40447043,75.4221737,59.42794079,66.41449166,73.42985593,25.66638086,25.97597695,26.30662498
MOCE31UA,MOCE,31,up,157,3/5/19,73.22153217,81.74277103,90.27964891,72.5503202,81.37458532,90.18080322,32.45400161,32.6411033,32.90214014
MOCE31UB,MOCE,31,up,0,9/29/18,9.988980728,11.12386783,12.24796445,10.57439978,11.78525305,12.98894859,9.959095315,10.11248039,10.37032681
MOCE31UB,MOCE,31,up,15,10/14/18,1.459576525,1.666471041,1.884952613,2.716153524,3.027705316,3.340972335,14.54107733,14.67607184,14.89462298
MOCE31UB,MOCE,31,up,22,10/21/18,3.144741428,3.518632282,3.903628797,4.486249724,5.005624621,5.524356998,15.05609181,15.13006739,15.2511168
MOCE31UB,MOCE,31,up,28,10/27/18,6.712426553,7.494969546,8.281890281,6.132438833,6.835240158,7.543867842,15.37566354,15.54142154,15.74181279
MOCE31UB,MOCE,31,up,36,11/4/18,7.431236084,8.282965312,9.139745194,8.070535218,8.998671871,9.938154943,13.23434079,13.48092566,13.86239756
MOCE31UB,MOCE,31,up,43,11/11/18,11.37961749,12.69623609,14.02169505,11.12197142,12.41019672,13.71422569,15.04660503,15.22192544,15.50920811
MOCE31UB,MOCE,31,up,50,11/18/18,13.6513341,15.19066229,16.72053176,12.95207607,14.42531777,15.89263412,12.85298794,13.02611538,13.29279272
MOCE31UB,MOCE,31,up,57,11/25/18,10.52372174,11.70488795,12.88078969,9.93673889,11.05248421,12.16018478,12.52017908,12.70200619,12.94867737
MOCE31UB,MOCE,31,up,65,12/3/18,13.90258836,15.48907508,17.09053446,12.72088871,14.17731606,15.64103244,13.47423492,13.6754333,13.93762423
MOCE31UB,MOCE,31,up,99,1/6/19,14.99232768,16.70126737,18.40923509,13.42409644,14.97298265,16.51095592,13.48005802,13.646198,13.87035032
MOCE31UB,MOCE,31,up,107,1/14/19,18.59018335,20.74946231,22.89881969,18.17748744,20.29900912,22.42511684,13.39032046,13.57414325,13.81577638
MOCE31UB,MOCE,31,up,114,1/21/19,17.50636042,19.57617722,21.67599688,17.17025313,19.2184998,21.28362829,10.19783795,10.72869688,11.2779258
MOCE31UB,MOCE,31,up,122,1/29/19,18.40129178,20.45343535,22.50520538,17.52139982,19.49783218,21.47739122,11.29433414,11.41909775,11.62247148
MOCE31UB,MOCE,31,up,129,2/5/19,18.19545808,20.20192457,22.2074656,17.72136132,19.69655176,21.67558253,12.18630393,12.41414604,12.76396188
MOCE31UB,MOCE,31,up,135,2/11/19,18.84313967,21.01740554,23.19143859,17.39161042,19.4257237,21.42974998,11.0033532,11.27973522,11.59189326
MOCE31UB,MOCE,31,up,142,2/18/19,19.97951954,22.21521708,24.44294757,18.82443362,20.96166204,23.10803852,13.27455876,13.475685,13.72318103
MOCE31UB,MOCE,31,up,151,2/27/19,20.61103333,22.9718381,25.33337103,18.55530308,20.70352786,22.85358177,13.13969644,13.30480729,13.52501218
MOCE31UB,MOCE,31,up,157,3/5/19,18.93344676,21.07657878,23.21762633,19.39557726,21.63459875,23.84468738,12.85266,13.14484481,13.48111258
MOCE31UB,MOCE,31,up,171,3/19/19,22.65577362,25.20783408,27.76138567,22.14018398,24.67888917,27.21781523,15.0441123,15.27254684,15.57278842
MOCE31UC,MOCE,31,up,0,9/29/18,28.68564691,31.97485942,35.25304548,28.79861357,32.14367939,35.51312668,15.3347374,15.45619219,15.65488566
MOCE31UC,MOCE,31,up,15,10/14/18,8.205383917,9.182874674,10.17707299,9.468509437,10.55941834,11.65737223,15.9275921,16.02866069,16.1920748
MOCE31UC,MOCE,31,up,22,10/21/18,10.28059203,11.49056944,12.69854854,12.29236436,13.73418342,15.1682147,18.48202893,18.58692103,18.7336519
MOCE31UC,MOCE,31,up,28,10/27/18,14.331157,16.00642013,17.68007239,14.04426093,15.68338613,17.33260552,17.68002931,17.83261563,18.03757678
MOCE31UC,MOCE,31,up,36,11/4/18,13.02766098,14.52670987,16.05835598,13.00492548,14.52250015,16.06038536,16.35071574,16.6532038,17.09122829
MOCE31UC,MOCE,31,up,43,11/11/18,14.96146091,16.66427943,18.3680384,14.16367621,15.7961335,17.42340232,17.32447987,17.49455669,17.73876806
MOCE31UC,MOCE,31,up,50,11/18/18,14.60995864,16.25957279,17.91905593,14.75302069,16.43574492,18.12684544,14.38535823,14.57277088,14.85611139
MOCE31UC,MOCE,31,up,57,11/25/18,11.97970879,13.3344901,14.69829313,13.3593057,14.86567333,16.36912514,13.48961604,13.66616602,13.93650731
MOCE31UC,MOCE,31,up,65,12/3/18,19.46693971,21.66674588,23.87641156,18.10326999,20.16983294,22.22947383,12.90932238,13.05705517,13.25180338
MOCE31UC,MOCE,31,up,99,1/6/19,19.98826834,22.26928285,24.56154369,19.51646721,21.79766706,24.05930099,14.44446075,14.6051887,14.82572373
MOCE31UC,MOCE,31,up,107,1/14/19,23.43196642,26.10611847,28.82116478,23.03513324,25.73151397,28.40648525,13.75709673,13.96320422,14.20868634
MOCE31UC,MOCE,31,up,114,1/21/19,23.84018738,26.56998961,29.29008016,-2.663686707,-2.185460005,-1.723205886,12.35295478,12.82077056,13.2859551
MOCE31UC,MOCE,31,up,123,1/30/19,25.90628225,28.85014127,31.78789137,24.7392084,27.58655327,30.43230868,13.00734301,13.1633959,13.40905583
MOCE31UC,MOCE,31,up,129,2/5/19,25.2742206,28.02509716,30.78504993,24.68353435,27.42371288,30.15800828,16.21969628,16.44374914,16.73485221
MOCE31UC,MOCE,31,up,135,2/11/19,24.1686527,26.94342654,29.72856483,23.08837346,25.78391645,28.48342205,12.53008632,12.71742482,12.95550125
MOCE31UC,MOCE,31,up,142,2/18/19,26.5505611,29.56435176,32.54787427,25.28263928,28.17566276,31.06744991,15.57204584,15.80437517,16.07013128
MOCE31UC,MOCE,31,up,151,2/27/19,24.02698401,26.80954247,29.58590985,22.40328619,25.01605593,27.62348911,14.65840664,14.90254994,15.17632681
MOCE31UC,MOCE,31,up,157,3/5/19,25.58975023,28.42118344,31.23111404,23.74797421,26.38191958,29.02992242,15.81079831,15.97996937,16.21224557
MOCE31UC,MOCE,31,up,185,4/2/19,23.98247369,26.65761409,29.36791799,23.63328913,26.30752872,28.98881642,15.45507406,15.75623376,16.14722168
MOCE31UD,MOCE,31,up,0,9/29/18,18.73961177,20.8760376,23.01475206,18.64860951,20.8041967,22.96994444,11.85946265,11.98381715,12.17973787
MOCE31UD,MOCE,31,up,15,10/14/18,10.41219322,11.6286504,12.83051397,11.79374892,13.14521529,14.5005777,17.47226229,17.57962573,17.75203304
MOCE31UD,MOCE,31,up,22,10/21/18,9.41966932,10.51004536,11.59697106,10.30710787,11.50872849,12.70851293,16.24716965,16.36757226,16.54942328
MOCE31UD,MOCE,31,up,28,10/27/18,15.92345916,17.74460512,19.56330227,15.69196231,17.48716151,19.28866166,18.88760302,19.07968162,19.32526495
MOCE31UD,MOCE,31,up,36,11/4/18,12.46034003,13.91845535,15.41263579,11.54461014,12.89598125,14.27527499,15.74018503,16.14176311,16.62523309
MOCE31UD,MOCE,31,up,43,11/11/18,14.09955177,15.70810838,17.3142928,12.19741969,13.58609439,14.99618503,12.89766957,13.09212042,13.4180936
MOCE31UD,MOCE,31,up,50,11/18/18,14.43616673,16.07621283,17.71089792,13.24776582,14.76876489,16.29786683,10.75329436,10.96314966,11.30188158
MOCE31UD,MOCE,31,up,57,11/25/18,15.5179336,17.24225137,18.98888053,16.07903644,17.89702259,19.71945507,13.21429957,13.39801751,13.63944661
MOCE31UD,MOCE,31,up,79,12/17/18,11.81449962,13.1828281,14.56974765,15.29453123,17.07549009,18.83716392,14.07250111,14.2285168,14.43455472
MOCE31UD,MOCE,31,up,99,1/6/19,24.82403805,27.70830542,30.59103303,24.39509554,27.2830654,30.16149525,15.39327199,15.55710063,15.78216978
MOCE31UD,MOCE,31,up,107,1/14/19,37.35115545,41.72908209,46.10130397,36.29160817,40.65240365,44.99810358,19.41518629,19.58469327,19.82506058
MOCE31UD,MOCE,31,up,114,1/21/19,51.34200986,57.27442629,63.17472318,49.75579912,55.61862031,61.48847915,23.77100357,23.94879066,24.1826397
MOCE31UE,MOCE,31,up,0,9/29/18,7.025929753,7.805870183,8.586352794,7.351745653,8.179475527,9.011173384,9.673438897,9.793920813,9.993337776
