Individual,Species,Temperature,Direction,Day,Date,Photo.low.pre,Photo.mean.pre,Photo.high.pre,Photo.low.post,Photo.mean.post,Photo.high.post,Resp.low,Resp.mean,Resp.high
GLSE21UC,GLSE,21,up,28,7/2/19,2.180783386,2.442967785,2.759145828,2.70486018,3.001532522,3.367832897,7.406110515,7.492589816,7.633141554
GLSE21UC,GLSE,21,up,35,7/9/19,3.371739152,3.758723404,4.226759133,4.199605698,4.669943834,5.241271208,6.93260176,7.162334584,7.535931987
GLSE21UC,GLSE,21,up,45,7/19/19,7.806212851,8.80414157,9.971442173,8.454087535,9.530168415,10.77880711,8.010573155,8.674699411,9.34006806
GLSE21UC,GLSE,21,up,52,7/26/19,7.036943619,7.831315463,8.795989743,8.075666351,8.979292539,10.08845338,6.820639154,7.111479605,7.453999483
GLSE21UC,GLSE,21,up,63,8/6/19,8.556812723,9.622454369,10.88203586,9.535626136,10.72057578,12.08648878,5.485038778,6.176081229,6.873789343
GLSE21UC,GLSE,21,up,70,8/13/19,11.04078712,12.21233249,13.61942705,12.04516314,13.32928846,14.86537779,7.510884199,7.922533096,8.378798716
GLSE21UC,GLSE,21,up,78,8/21/19,12.63209917,13.92302211,15.49326523,14.16574902,15.64337972,17.43287078,7.875519891,8.063618135,8.335697057
GLSE21UC,GLSE,21,up,94,9/6/19,10.2306615,11.25878774,12.50177073,10.92611537,12.02850776,13.3738126,9.115456835,9.277038494,9.496243362
GLSE21UC,GLSE,21,up,108,9/20/19,8.888806418,9.861634876,11.04856577,10.52750492,11.68904308,13.12334883,10.33697729,10.50229395,10.7415084
GLSE21UC,GLSE,21,up,139,10/21/19,7.978020537,8.854627598,9.928971208,10.02065408,11.07295683,12.34173729,10.06091023,10.2922284,10.63978792
GLSE31DA,GLSE,31,down,0,10/21/18,15.18546713,37.56135906,60.36988371,14.64221594,36.5429161,58.94416358,21.09806816,21.28844263,21.55307085
GLSE31DA,GLSE,31,down,3,10/24/18,17.79605552,43.74740689,70.05308514,17.27872112,42.84877969,68.98470228,19.80443108,19.93405959,20.11792026
GLSE31DA,GLSE,31,down,7,10/28/18,15.90548179,39.29347938,63.2288099,15.91118785,39.8280245,64.28606404,22.06731872,22.22374493,22.43221502
GLSE31DA,GLSE,31,down,14,11/4/18,8.97320128,22.16594674,35.66258711,9.369089709,23.2218701,37.38644401,15.06606598,15.30336875,15.64956785
GLSE31DA,GLSE,31,down,21,11/11/18,18.55249717,45.08974635,71.93609247,17.94605522,44.15992491,70.79007204,25.11764835,25.33658658,25.66288388
GLSE31DA,GLSE,31,down,28,11/18/18,22.57401586,56.40451499,91.0139481,23.47133753,59.395187,96.26120367,23.34802273,23.51142587,23.76231881
GLSE31DA,GLSE,31,down,35,11/25/18,13.40027483,32.95109504,52.81164456,13.01269919,32.30877854,52.00202933,19.15947873,19.34041479,19.59492878
GLSE31DA,GLSE,31,down,42,12/2/18,10.67212064,25.99959941,41.50406809,9.538822407,23.34087867,37.39271308,18.74707693,18.93817187,19.24278976
GLSE31DA,GLSE,31,down,49,12/9/18,16.81692116,41.16181272,65.98192414,17.92479265,44.52056239,71.7304164,19.41597792,19.63088958,19.95044815
GLSE31DB,GLSE,31,down,0,10/21/18,9.72281471,23.77164272,38.1191319,9.030216139,22.33899705,35.90798683,16.92458931,17.0790636,17.2751577
GLSE31DB,GLSE,31,down,3,10/24/18,10.0577131,24.88225123,39.92298914,10.10150391,25.14635225,40.51315221,15.68068667,15.80818264,15.99628515
GLSE31DB,GLSE,31,down,7,10/28/18,10.31881302,25.40087526,40.81369377,9.760652921,24.21410988,38.96617083,17.75292183,17.9142471,18.13729838
GLSE31DB,GLSE,31,down,14,11/4/18,12.86013164,31.96201876,51.33075399,11.84157046,29.52363358,47.64298828,16.18032692,16.43319617,16.80521148
GLSE31DB,GLSE,31,down,21,11/11/18,17.78254845,44.11323911,70.94728796,17.78560346,44.55168667,72.02007289,20.62771017,20.85381677,21.1873736
GLSE31DB,GLSE,31,down,28,11/18/18,19.13721773,46.80717673,75.21415983,19.42141066,47.69914247,76.38771139,24.23278513,24.40282734,24.65980261
GLSE31DB,GLSE,31,down,35,11/25/18,16.29663746,40.3367804,64.70119065,15.75124117,39.17855622,63.16350751,23.47462439,23.66066204,23.92895041
GLSE31DB,GLSE,31,down,42,12/2/18,14.60009887,35.54365289,56.8029198,13.68208632,33.68232223,53.97837724,19.50259306,19.82175839,20.20281576
GLSE31DB,GLSE,31,down,58,12/18/18,13.61114325,33.42389357,53.51071264,11.96423186,29.52011159,47.48025269,17.73902745,17.91209413,18.1532076
GLSE31DC,GLSE,31,down,0,10/21/18,12.99344243,32.13413387,51.66859953,12.40437548,30.89558438,49.75260599,23.40826454,23.56857426,23.76898598
GLSE31DC,GLSE,31,down,3,10/24/18,16.18510602,40.27854767,64.83920316,16.12918422,40.49444467,65.46450225,24.8962033,25.05986806,25.27012008
GLSE31DC,GLSE,31,down,7,10/28/18,20.66903417,51.2847407,82.48400201,21.02826649,52.84934651,85.46706877,24.25832416,24.42683882,24.65034068
GLSE31DC,GLSE,31,down,14,11/4/18,18.05283249,44.72336322,71.92575545,17.23954718,43.18068615,69.74649437,20.86507544,21.22841112,21.65975556
GLSE31DC,GLSE,31,down,21,11/11/18,19.15305414,46.48862391,74.16262003,18.71421663,45.90716685,73.45442197,26.85861008,27.08039647,27.42118939
GLSE31DC,GLSE,31,down,28,11/18/18,20.92362479,51.40622896,82.35286952,20.40445691,50.8541138,81.88972522,25.88554539,26.06368842,26.32583198
GLSE31DC,GLSE,31,down,35,11/25/18,8.421145805,26.64416359,50.98176414,7.860248522,26.04376136,51.09751876,12.48348287,27.98178135,43.64922497
GLSE31DC,GLSE,31,down,42,12/2/18,21.21978521,51.08778606,81.26776457,20.01911852,48.76398286,77.90575308,25.74055044,25.97399945,26.33441686
GLSE31DD,GLSE,31,down,0,10/21/18,12.58504072,31.17300533,49.99826352,12.32463384,30.80067904,49.68275856,18.69247325,18.84913946,19.03490505
GLSE31DD,GLSE,31,down,3,10/24/18,19.61649397,48.77482741,78.42958897,19.7907228,49.80640034,80.60729115,22.03622903,22.20834071,22.41525075
GLSE31DD,GLSE,31,down,7,10/28/18,27.63200414,68.36495324,109.7557084,28.01198043,70.62274333,114.2959055,24.51365977,24.68319589,24.91970281
GLSE31DD,GLSE,31,down,14,11/4/18,24.66079344,61.47872277,99.13575703,24.03192748,60.78983358,98.64711263,21.19675779,21.49409767,21.88205909
GLSE31DD,GLSE,31,down,21,11/11/18,21.89597223,54.09631052,86.79705827,21.09749003,52.71858314,84.99601389,22.94926923,23.16063534,23.47805442
GLSE31DD,GLSE,31,down,28,11/18/18,16.96659387,41.66268797,66.72669011,16.08261218,39.86409157,64.11087859,22.40845748,22.56281377,22.79826371
GLSE31DD,GLSE,31,down,35,11/25/18,11.88892841,29.0774036,46.61327658,11.45764193,28.26621128,45.3335384,19.84999136,20.03724447,20.29907736
GLSE31DD,GLSE,31,down,42,12/2/18,19.23918612,46.05910979,73.18908594,19.31640734,46.8126982,74.72978703,21.36312764,21.61459402,22.02063939
GLSE31DD,GLSE,31,down,49,12/9/18,23.78872098,57.95452654,92.5360651,23.94769141,59.42551202,95.6377739,21.90502422,22.14430012,22.46036003
GLSE31DD,GLSE,31,down,58,12/18/18,22.33494908,55.23995666,88.71318613,20.74122972,52.00070877,83.94988625,21.13298613,21.3009728,21.54044938
GLSE31DD,GLSE,31,down,77,1/6/19,14.39241534,35.61093796,57.12808178,14.03604247,34.93414196,56.2679432,23.48776896,23.68103175,23.9144328
GLSE31DD,GLSE,31,down,85,1/14/19,15.84601015,38.86784744,62.17645462,14.91436537,36.86505685,59.20698594,21.13348186,21.30547518,21.52383691
GLSE31DD,GLSE,31,down,92,1/21/19,19.12254051,47.0531123,75.4213651,18.87607845,46.85952408,75.43000325,21.08596683,21.2564182,21.48230668
GLSE31UA,GLSE,31,up,0,9/12/18,7.022679961,17.18602714,27.52593246,7.740211909,19.09689484,30.62293508,9.773141665,9.902272339,10.11776752
GLSE31UA,GLSE,31,up,7,9/19/18,2.397726669,5.725545314,9.097531416,2.428886817,5.832837253,9.263034398,14.51172976,14.66027033,14.91318497
GLSE31UA,GLSE,31,up,14,9/26/18,7.816194912,18.83753513,29.92645446,7.749642757,18.76259464,29.9180034,12.69449883,12.8150581,13.01681989
GLSE31UA,GLSE,31,up,23,10/5/18,5.452123338,13.06475658,20.74100275,5.064234786,12.21591896,19.43744016,12.02677907,12.1031183,12.22445006
GLSE31UA,GLSE,31,up,28,10/10/18,4.306741391,10.50332465,16.83987669,5.12010962,12.53107724,20.14358714,10.4008043,10.61688196,10.93083766
GLSE31UA,GLSE,31,up,35,10/17/18,6.844601039,16.59633195,26.4626023,6.511571053,15.8179391,25.26100887,12.15326948,12.25871426,12.41292776
GLSE31UA,GLSE,31,up,42,10/24/18,8.091964584,19.98327246,32.09215959,8.053328602,20.06821839,32.32212245,10.4095334,10.55046596,10.73505545
GLSE31UA,GLSE,31,up,48,10/30/18,5.047595597,12.48143888,20.07062942,4.880654389,12.10224611,19.46803751,9.860914175,9.956821413,10.07583002
GLSE31UA,GLSE,31,up,63,11/14/18,8.326880224,20.60571143,33.11302201,8.635352282,21.54366324,34.77285518,11.09120564,11.24705961,11.4552433
GLSE31UA,GLSE,31,up,70,11/21/18,10.64571871,25.69933647,40.99040161,10.89565108,26.54159017,42.42435503,11.1677276,11.33362116,11.54827593
GLSE31UA,GLSE,31,up,77,11/28/18,8.578097897,20.62259013,32.79586504,9.028184859,21.89843157,34.92761159,12.90761659,13.10871483,13.36497537
GLSE31UA,GLSE,31,up,84,12/5/18,8.132872058,19.92153251,31.91512499,8.467952311,20.96388901,33.68578229,11.0316269,11.19306448,11.41887674
GLSE31UA,GLSE,31,up,96,12/17/18,7.141105974,17.47882056,28.01677763,6.051127909,14.8984704,23.8873593,12.30532257,12.49867427,12.73369282
GLSE31UA,GLSE,31,up,118,1/8/19,9.326726302,22.03979446,34.85846695,9.283229586,22.05734907,35.01492163,14.83156593,15.15678914,15.6703756
GLSE31UA,GLSE,31,up,125,1/15/19,10.0732916,24.50522982,39.17693479,9.72478617,23.88159934,38.33352263,11.7235299,11.93953707,12.23419732
GLSE31UA,GLSE,31,up,139,1/29/19,9.713566013,23.64764259,37.83513355,10.28399487,25.14677164,40.3011499,13.21368316,13.47328601,13.81751817
GLSE31UA,GLSE,31,up,146,2/5/19,9.855203713,22.82650694,35.85549842,9.700959811,22.70991856,35.77771789,14.86194203,15.09226583,15.45159902
GLSE31UB,GLSE,31,up,0,9/12/18,12.07254419,29.48922161,47.18027765,12.56404957,31.00460275,49.72473357,15.0314466,15.15677005,15.36462039
GLSE31UB,GLSE,31,up,7,9/19/18,8.97363815,22.17054382,35.54629341,9.309662725,23.0958947,37.15772962,18.85369336,18.95926744,19.12892516
GLSE31UB,GLSE,31,up,14,9/26/18,7.515077178,18.38482668,29.40209144,7.402215808,18.17598265,29.1099932,16.03266618,16.13957797,16.31896832
GLSE31UB,GLSE,31,up,23,10/5/18,5.117723498,12.68604532,20.38321608,5.04628793,12.50351008,20.13432544,15.13843472,15.21363391,15.32132256
GLSE31UB,GLSE,31,up,28,10/10/18,5.951252096,14.58312457,23.35436581,5.835881025,14.28908605,22.91782125,15.26506622,15.44032082,15.69441787
GLSE31UB,GLSE,31,up,35,10/17/18,13.88958514,33.81210395,54.0413552,14.14830326,34.78580199,55.79736696,17.37122344,17.48742265,17.6660307
GLSE31UB,GLSE,31,up,42,10/24/18,10.38915566,25.82829551,41.55983458,9.92207771,24.87227782,40.15918349,14.69977183,14.84471337,15.03500056
GLSE31UB,GLSE,31,up,49,10/31/18,9.028459108,20.48439935,32.01228539,8.972931684,20.55646601,32.20163038,14.59469724,14.75308143,14.99955999
GLSE31UB,GLSE,31,up,56,11/7/18,11.71113125,28.07196486,44.51299948,11.6713882,28.14275559,44.88166861,24.23466826,24.46326409,24.73196244
GLSE31UB,GLSE,31,up,63,11/14/18,10.23166184,25.17675289,40.3707637,10.94758349,27.14713319,43.71710158,15.22111323,15.39260239,15.60603974
GLSE31UB,GLSE,31,up,70,11/21/18,10.31531787,25.03390549,39.94718096,10.78716464,26.39643952,42.21110023,17.59512793,17.77003413,18.0079038
GLSE31UB,GLSE,31,up,77,11/28/18,9.859309824,24.18424735,38.72627937,9.663632616,23.83163556,38.21874947,17.70464981,17.87552615,18.09667075
GLSE31UB,GLSE,31,up,84,12/5/18,8.08114541,19.49626247,31.06119843,8.288199198,20.14562341,32.14374701,17.15909348,17.33613228,17.58061877
GLSE31UB,GLSE,31,up,96,12/17/18,11.841568,29.0930282,46.62527443,10.04085534,24.81886671,39.89642768,19.09078474,19.2120396,19.39424246
GLSE31UB,GLSE,31,up,118,1/8/19,15.31623982,36.41433998,57.82017623,15.71627371,37.73186046,60.05017798,20.58557675,20.89414245,21.40031234
GLSE31UC,GLSE,31,up,0,9/12/18,12.50179602,30.87429329,49.56153787,12.58908203,31.32222991,50.50643095,14.38241488,14.50877342,14.71578349
GLSE31UC,GLSE,31,up,7,9/19/18,4.582605833,11.16055931,17.80161021,5.03419594,12.29591256,19.65290631,16.28853666,16.40175088,16.58886853
GLSE31UC,GLSE,31,up,14,9/26/18,10.92936063,27.09044343,43.53416954,10.85807824,27.16462245,43.81446823,15.54007778,15.59868666,15.68630953
GLSE31UC,GLSE,31,up,28,10/10/18,12.31708072,30.27182676,48.54252727,11.43313117,28.35595333,45.64486198,15.06225372,15.22643538,15.50045805
GLSE31UC,GLSE,31,up,35,10/17/18,9.499709403,23.28384784,37.27725837,8.91480194,22.03733519,35.35009944,14.5798417,14.69538399,14.8722239
GLSE31UC,GLSE,31,up,42,10/24/18,13.50849775,33.34108675,53.50269967,13.63759713,33.9725949,54.76537363,16.69483837,16.86224478,17.09109707
GLSE31UC,GLSE,31,up,49,10/31/18,10.15067389,23.83118796,37.56245106,9.727271208,22.99775892,36.3634693,14.12024151,14.26320466,14.48794641
GLSE31UC,GLSE,31,up,56,11/7/18,4.097190943,10.06868988,16.15625395,4.158443914,10.24927308,16.45474182,14.64727026,14.80391015,15.0294397
GLSE31UC,GLSE,31,up,63,11/14/18,14.65425815,36.20290397,58.12562794,15.15133236,37.87036259,61.10603593,14.16464926,14.34817349,14.57303446
GLSE31UC,GLSE,31,up,70,11/21/18,14.3011603,34.99725024,55.99751418,14.32879155,35.52720676,57.07889685,14.66858068,14.83391672,15.06766928
GLSE31UC,GLSE,31,up,77,11/28/18,12.44211687,30.18294882,48.15033462,12.46564187,30.61261104,49.01961131,13.67451707,13.85064155,14.0888602
GLSE31UC,GLSE,31,up,84,12/5/18,6.796963001,16.64593411,26.69804266,7.208108369,17.7160841,28.42185639,10.90242771,11.14301875,11.43594558
GLSE31UC,GLSE,31,up,96,12/17/18,10.23998837,25.15160454,40.2902049,9.357776715,23.13141613,37.22110477,15.06207832,15.22858256,15.45569191
GLSE31UC,GLSE,31,up,118,1/8/19,7.794648696,18.40293572,29.18750584,7.850551106,18.67415978,29.618187,13.31291708,13.58879964,13.89619333
GLSE31UC,GLSE,31,up,125,1/15/19,14.65613578,35.73063134,57.04182766,14.68021482,36.11401607,57.95249288,16.34603021,16.52846425,16.78117728
GLSE31UC,GLSE,31,up,139,1/29/19,12.43543331,30.12597455,48.05730149,12.50254921,30.57505749,48.9530278,15.75055419,16.02694951,16.37360514
GLSE31UC,GLSE,31,up,146,2/5/19,8.096792516,19.29609964,30.63571999,7.31316389,17.56425114,27.92474812,13.28234826,13.52004089,13.88891033
GLSE31UD,GLSE,31,up,0,9/12/18,8.818108861,21.34127649,34.04030227,9.208229428,22.52335505,36.04385391,12.34122272,12.47243511,12.6922809
GLSE31UD,GLSE,31,up,7,9/19/18,7.126296868,17.54491855,28.13505097,7.036239732,17.41241164,27.97225765,15.08151796,15.15616974,15.27484221
GLSE31UD,GLSE,31,up,14,9/26/18,5.744136092,14.18645211,22.82686617,5.095107364,12.61441204,20.30482019,14.05818452,14.18394315,14.39498428
GLSE31UD,GLSE,31,up,28,10/10/18,9.992462041,24.29867825,38.82066813,8.051767872,19.75139663,31.59821178,16.68750156,16.8026093,16.98995419
GLSE31UD,GLSE,31,up,35,10/17/18,8.775296939,21.68575324,34.88075001,7.875612805,19.59446689,31.56213206,17.2231858,17.41808988,17.6930361
GLSE31UD,GLSE,31,up,42,10/24/18,8.228732574,20.20864495,32.37993735,7.703041799,19.08971873,30.70622386,14.49781718,14.65663645,14.87565979
GLSE31UD,GLSE,31,up,49,10/31/18,6.708325097,15.9649345,25.2673201,6.284248637,15.00118504,23.778279,15.21823865,15.37221197,15.59266489
GLSE31UD,GLSE,31,up,56,11/7/18,4.665863065,11.47623053,18.46885729,4.540797727,11.20511471,18.0521562,15.01671074,15.1977282,15.43735539
GLSE31UD,GLSE,31,up,63,11/14/18,5.976781471,14.66725972,23.54350638,5.505786483,13.57501841,21.79563623,11.94195253,12.09095333,12.28463582
GLSE31UD,GLSE,31,up,70,11/21/18,12.02166271,29.27184199,46.7392084,11.57467327,28.55008522,45.75039512,13.51952293,13.7143132,13.95397827
GLSE31UD,GLSE,31,up,77,11/28/18,10.64333386,25.82775276,41.24326393,9.385851884,23.03726945,36.89228258,12.95258392,13.13027789,13.35794958
GLSE31UD,GLSE,31,up,84,12/5/18,9.353983403,22.82898847,36.56834853,8.93464253,21.96058399,35.19466185,13.87521103,14.08371903,14.39719787
GLSE31UD,GLSE,31,up,96,12/17/18,8.344940229,20.43948175,32.69965067,7.238536593,17.80872248,28.52562119,15.84762201,15.94509157,16.08996784
GLSE31UE,GLSE,31,up,0,9/12/18,17.86191012,43.28056124,69.01768448,18.0295312,44.26623526,70.86853627,17.64270138,17.8030219,18.07458885
GLSE31UE,GLSE,31,up,7,9/19/18,12.70760461,31.14700041,49.85762333,12.78491858,31.62300249,50.76703688,19.50582889,19.59400427,19.74181742
GLSE31UE,GLSE,31,up,14,9/26/18,14.38075589,35.30171294,56.48521424,13.63908857,33.80043181,54.33563259,17.62536958,17.72731634,17.89521365
GLSE31UE,GLSE,31,up,28,10/10/18,13.64210735,33.04549178,52.71546919,12.69808157,31.05744194,49.66641945,19.58903648,19.78613411,20.07445006
GLSE31UE,GLSE,31,up,35,10/17/18,18.80462975,46.18698857,73.94746114,18.3825216,45.78720013,73.71915362,16.86577663,17.01796122,17.2639988
GLSE31UE,GLSE,31,up,42,10/24/18,12.46849498,30.36382042,48.53239056,12.90886572,31.75172722,50.90021672,15.04382066,15.1432854,15.2764085
GLSE31UE,GLSE,31,up,49,10/31/18,15.19111792,36.50681708,58.03394004,15.68322688,38.19759969,61.02043954,16.54025217,16.71343697,16.95167301
GLSE31UE,GLSE,31,up,56,11/7/18,15.9925923,37.54673595,59.27900095,16.61505449,39.53504817,62.59902581,20.60729493,20.77831595,21.018545
GLSE31UE,GLSE,31,up,63,11/14/18,15.31251287,37.62148009,60.13997358,16.08980554,39.80227422,64.0061692,15.95991921,16.16733907,16.41086712
GLSE31UE,GLSE,31,up,70,11/21/18,12.72585768,30.83006582,49.25014395,13.13083492,32.15115077,51.42685819,16.09106507,16.2514409,16.47607925
GLSE31UE,GLSE,31,up,77,11/28/18,21.16933103,51.68249668,82.63328884,21.89868864,54.33987539,87.40089808,17.99761873,18.19532136,18.45910965
GLSE31UE,GLSE,31,up,84,12/5/18,17.79685663,43.37964765,69.37710287,18.40960387,45.53444336,73.15451798,19.03283652,19.21734513,19.48891116
GLSE31UE,GLSE,31,up,96,12/18/18,18.36349119,44.92681947,71.94831681,19.53306833,48.505746,78.17888153,18.63479956,18.98209293,19.35683073
GLSE31UE,GLSE,31,up,118,1/8/19,10.98088252,25.97132232,41.14978096,10.71258565,25.52727926,40.48591004,17.41178809,17.60199882,17.87577249
GLSE31UF,GLSE,31,up,0,9/19/18,7.958005252,19.23181566,30.67321064,9.200235168,22.413711,35.79201191,11.86457958,12.04156844,12.34267712
GLSE31UF,GLSE,31,up,7,9/26/18,3.627350943,8.69805181,13.83974511,3.577082231,8.658681896,13.80867352,13.01539648,13.13535589,13.33702839
GLSE31UF,GLSE,31,up,21,10/10/18,6.823784589,16.62597366,26.57041241,6.252043261,15.32439253,24.5375644,12.83807875,12.95665135,13.15000181
GLSE31UF,GLSE,31,up,28,10/17/18,7.503134496,18.58793474,29.86256665,7.799166216,19.47092213,31.36704978,12.2791567,12.34909253,12.46181926
GLSE31UF,GLSE,31,up,36,10/25/18,6.44618391,15.71421603,25.15689868,6.738066045,16.54638121,26.49200241,13.68637339,13.78435941,13.91748976
GLSE31UF,GLSE,31,up,42,10/31/18,9.539337226,23.28890759,37.28293914,9.560560812,23.57874762,37.78066262,11.39048689,11.50728147,11.67652049
GLSE31UF,GLSE,31,up,49,11/7/18,4.957190573,11.98219544,19.1089934,5.028874752,12.19317834,19.4628577,12.98823943,13.10743161,13.270667
GLSE31UF,GLSE,31,up,56,11/14/18,7.838255267,19.26382742,30.8204333,7.373963801,18.29227834,29.33335865,9.993416426,10.17269849,10.42395078
GLSE31UF,GLSE,31,up,63,11/21/18,9.595003641,23.48568431,37.54856777,9.362247593,23.10139198,37.05502423,10.29441166,10.41395337,10.59694236
GLSE31UF,GLSE,31,up,70,11/28/18,7.483062372,18.22813139,29.13849123,7.917495832,19.48936377,31.224983,11.19664111,11.32028096,11.52121844
GLSE31UF,GLSE,31,up,77,12/5/18,5.535339761,13.39974171,21.34702683,5.548078112,13.3986893,21.38495331,10.81795332,11.05001007,11.29590236
GLSE31UF,GLSE,31,up,89,12/18/18,13.57982375,33.41654174,53.62049812,13.18954451,32.78682115,52.8242691,12.82146736,12.97799963,13.18329091
GLSE31UF,GLSE,31,up,111,1/8/19,6.000331937,14.00350026,22.12344201,5.938944583,13.98047299,22.06141717,10.57286357,10.78019961,11.12664727
GLSE31UF,GLSE,31,up,118,1/15/19,10.12124097,24.73296308,39.48222482,9.089332929,22.33529839,35.79971647,9.864338432,9.964841012,10.12927279
GLSE31UF,GLSE,31,up,132,1/29/19,13.76732554,33.35785153,53.23029606,13.76187857,33.35700798,53.20453239,14.91055198,15.10333659,15.3751478
GLSE31UF,GLSE,31,up,139,2/5/19,7.845801431,18.48816127,29.23100999,7.471069329,17.70225475,28.0606249,11.4081999,11.67371194,12.09119524
MOCE21DA,MOCE,21,down,0,8/20/19,43.50864629,48.37585291,53.23954927,38.54586386,42.93708418,47.31212431,25.01741017,25.27798444,25.67528338
MOCE21DA,MOCE,21,down,3,8/23/19,51.53635198,57.46265322,63.41309434,52.70999918,58.95550451,65.18427483,36.44551099,36.61374651,36.84320745
MOCE21DA,MOCE,21,down,7,8/27/19,41.34546012,46.0552476,50.77565337,43.0984294,48.09510477,53.07941639,28.42563361,28.66443299,29.01728699
MOCE21DA,MOCE,21,down,14,9/3/19,52.70062253,58.95250271,65.22482407,49.18691784,55.12938703,61.10148421,29.27298707,29.50425536,29.84144622
MOCE21DA,MOCE,21,down,36,9/25/19,54.81196077,61.10185352,67.40547211,57.43193434,64.15708003,70.87388133,31.82756697,32.05117165,32.37108833
MOCE21DA,MOCE,21,down,56,10/15/19,60.92698034,67.6109798,74.28778557,64.51943868,71.80448923,79.09069126,35.02403256,35.32893708,35.67589807
MOCE21DA,MOCE,21,down,71,10/30/19,61.89372015,69.17785716,76.38390783,65.12798444,73.25917477,81.44770816,39.49628117,39.74308083,40.08305329
MOCE21DA,MOCE,21,down,82,11/10/19,58.82592155,65.51148364,72.17046333,60.71765503,67.83738774,74.93599149,31.26936006,31.53198237,31.90258774
MOCE21DB,MOCE,21,down,0,8/20/19,69.28451979,77.22264744,85.11243365,70.59519445,78.8912778,87.1756443,34.24402308,34.49411962,34.86826022
MOCE21DB,MOCE,21,down,3,8/23/19,74.28559174,82.94165815,91.63467738,76.74244698,85.98032175,95.20813022,51.2590603,51.4725543,51.74090319
MOCE21DB,MOCE,21,down,7,8/27/19,63.72088083,71.1270387,78.4945379,66.58483491,74.51758478,82.40807106,35.58076766,35.8101624,36.12704091
MOCE21DB,MOCE,21,down,14,9/3/19,65.28402514,72.90617597,80.54649465,61.93581998,69.35863269,76.81528094,37.93092752,38.17362443,38.510429
MOCE21DB,MOCE,21,down,22,9/11/19,57.34286413,63.995306,70.65597644,56.80121686,63.54180568,70.25942963,35.16099357,35.3535517,35.62000198
MOCE21DB,MOCE,21,down,36,9/25/19,87.91030311,98.05532458,108.2128904,93.85046631,105.0324347,116.2399442,61.74126442,62.04670745,62.45065457
MOCE21DB,MOCE,21,down,56,10/15/19,74.58917173,82.95182412,91.30686654,78.32399962,87.32149732,96.35660716,50.02399429,50.31978898,50.6569662
MOCE21DB,MOCE,21,down,71,10/30/19,91.26290762,101.7842264,112.3037571,93.40959546,104.458788,115.5775605,55.01003996,55.39910282,55.83665899
MOCE21DC,MOCE,21,down,0,8/20/19,87.61778334,97.47122061,107.3641075,87.47871255,97.74080787,108.0328069,45.53377637,45.78689423,46.15152711
MOCE21DC,MOCE,21,down,3,8/23/19,94.83461319,106.0396343,117.2412069,96.92251899,108.9277094,120.9647881,46.01499227,46.19423088,46.42929202
MOCE21DC,MOCE,21,down,7,8/27/19,73.37907894,81.98640861,90.57477444,75.83056313,84.97332027,94.11558006,39.5610926,39.76882908,40.05697159
MOCE21DC,MOCE,21,down,14,9/3/19,65.94965608,73.56771631,81.19204985,62.84095149,70.34695832,77.80006499,38.76891401,38.99472155,39.32659415
MOCE21DC,MOCE,21,down,22,9/11/19,76.47205361,85.51343549,94.5184859,75.44690649,84.60493765,93.77898111,45.81206025,46.04771567,46.35403763
MOCE21DC,MOCE,21,down,36,9/25/19,100.3542941,112.1321772,123.9328769,104.719699,117.4655035,130.2155755,57.17107329,57.46754797,57.85781129
MOCE21DC,MOCE,21,down,56,10/15/19,72.96869798,81.25153221,89.47774049,78.38643208,87.53815851,96.69620478,47.05390173,47.34806069,47.72640109
MOCE21DC,MOCE,21,down,71,10/30/19,81.13469689,90.32094899,99.48827454,82.78829471,92.50533013,102.1723612,46.56985703,46.87472447,47.29944961
MOCE21DC,MOCE,21,down,82,11/10/19,77.41953103,86.29593923,95.15050228,79.80135595,89.27012695,98.71601224,39.38144299,39.65467527,40.05716278
MOCE21DC,MOCE,21,down,98,11/26/19,52.50613825,58.12396842,63.75472508,54.28372762,60.24686358,66.17757322,44.10429131,44.42404535,44.92655716
MOCE21DD,MOCE,21,down,0,8/20/19,34.50843932,38.41333804,42.29763487,34.8686843,38.85450906,42.84379718,18.62724458,18.87018619,19.24321851
MOCE21DD,MOCE,21,down,3,8/23/19,36.3395195,40.53902834,44.78025005,37.84254863,42.3327386,46.80962628,22.18617582,22.34862167,22.5755121
MOCE21DD,MOCE,21,down,7,8/27/19,35.18276014,39.25476623,43.31737629,35.93175501,40.16978486,44.41605901,18.79861493,18.94808946,19.15323178
MOCE21DD,MOCE,21,down,14,9/3/19,36.00934553,40.1634234,44.32298695,34.50507052,38.56877971,42.62676836,19.00869773,19.1404844,19.30169653
MOCE21DD,MOCE,21,down,22,9/11/19,44.21804261,49.3678877,54.47590935,44.5197483,49.78551162,55.05996457,24.73282594,24.95615207,25.29245506
MOCE21DD,MOCE,21,down,36,9/25/19,43.25122658,48.27558042,53.26712037,45.68281296,51.08715207,56.47129008,22.98550272,23.20953303,23.55613652
MOCE21DD,MOCE,21,down,56,10/15/19,52.63229028,58.62480229,64.61720212,54.70447562,61.22961856,67.75494844,36.74284302,36.98939165,37.26850181
MOCE21DD,MOCE,21,down,71,10/30/19,41.62763768,46.32688719,51.01742572,42.74628678,47.67851922,52.56882273,23.97605753,24.25356848,24.66250553
MOCE21UA,MOCE,21,up,0,5/7/19,54.21790876,60.23531093,66.25442561,56.50186199,63.00498597,69.50842141,23.25854994,23.56675583,23.93934264
